document,paragraph_index,original_text,semplit_umt5_text,semplit_umt5_n_tokens,semplit_umt5_n_tokens_all,semplit_umt5_n_chars,semplit_umt5_n_chars_all,semplit_umt5_n_syllables,semplit_umt5_n_words,semplit_umt5_n_unique_lemmas,semplit_umt5_n_sentences,semplit_umt5_n_other,semplit_umt5_n_nouns,semplit_umt5_n_verbs,semplit_umt5_n_number,semplit_umt5_n_symbols,semplit_umt5_n_adverbs,semplit_umt5_n_articles,semplit_umt5_n_pronouns,semplit_umt5_n_particles,semplit_umt5_n_adjectives,semplit_umt5_n_prepositions,semplit_umt5_n_proper_nouns,semplit_umt5_n_punctuations,semplit_umt5_n_interjections,semplit_umt5_n_coordinating_conjunctions,semplit_umt5_n_subordinating_conjunctions,semplit_umt5_n_active_verbs,semplit_umt5_n_passive_verbs,semplit_umt5_ttr,semplit_umt5_gulpease,semplit_umt5_flesch_vacca,semplit_umt5_lexical_density,semplit_umt5_n_vdb,semplit_umt5_n_vdb_fo,semplit_umt5_n_vdb_au,semplit_umt5_n_vdb_ad,semplit_umt5_semantic_similarity,semplit_umt5_editdistance,semplit_umt5_n_added_tokens,semplit_umt5_n_deleted_tokens,semplit_umt5_n_added_vdb_tokens,semplit_umt5_n_deleted_vdb_tokens
6d52bcc84ee3fa9bfec74bb009537bd2,110,"Tutti i documenti di gara, compreso il disciplinare tecnico e il capitolato speciale d'appalto, sono reperibili sul sito internet del Comune di Rionero Sannitico o ritirabili, previo pagamento delle spese, presso l'ufficio tecnico dello stesso Comune di Rionero Sannitico.","Tutti i documenti dell'asta, come il regolamento tecnico, il capitolato speciale d'appalto, sono disponibili sul sito internet del Comune di Rionero Sannitico o ritirabili. Non serve pagare le spese e consegnare loro il documento durante pagamento dell'appalto.",40,45,220,225,96,36,31,2,0,11,4,0,0,1,6,1,0,4,8,3,5,0,2,0,4,0,90.0,49.0,30.0,0.5,31,27,4,4,82.00417160987854,87,14,11,12,6
6d52bcc84ee3fa9bfec74bb009537bd2,111,"Si informano i concorrenti che i dati raccolti saranno utilizzati esclusivamente per il perfezionamento della presente procedura, per l'attuazione dei rapporti contrattuali con l'aggiudicatario, per gli adempimenti contabili e fiscali. ","Se i dati raccolti verranno usati solo per perfezionare la procedura, per continuare i contratti con l'aggiudicatario, per seguire le regole contabili e fiscali in caso di errori contabili.",30,33,158,161,69,26,23,1,0,7,5,0,0,1,5,0,0,4,6,0,3,0,1,1,3,2,86.66666666666667,46.333333333333336,26.5,0.5666666666666667,25,24,1,2,78.86426448822021,118,15,17,14,11
6d52bcc84ee3fa9bfec74bb009537bd2,112,"I dati potranno essere trattati sia in forma cartacea sia in forma elettronica nel rispetto dei principi di liceità, correttezza, riservatezza e nel rispetto di tutte le misure di sicurezza prescritte dal D.lgs.196/2003.","I dati possono essere trattati sia direttamente che in forma elettronica, seguendo le regole di liceità, correttezza e sicurezza stabilite dal decreto legislativo 196/2003.",24,27,146,149,60,24,23,1,0,7,5,1,0,1,2,0,0,2,3,0,3,0,2,1,2,3,100.0,40.666666666666664,19.5,0.625,20,18,2,2,76.84027552604675,88,9,13,8,8
6d52bcc84ee3fa9bfec74bb009537bd2,113,"I dati potranno essere comunicati alle imprese incaricate dal Comune di Rionero Sannitico (IS) dei servizi di informazione e comunicazione sulla gestione dei rifiuti, nonché ad istituti di credito per l'esecuzione dei pagamenti o a consulenti esterni per gli adempimenti contabili e fiscali nonché a Enti o Istituzioni in adempimento di quanto prescritto dalla Legge. ","I dati saranno comunicati dalle aziende che gestiscono i rifiuti, come indicato nel Comune di Rionero Sannitico (IS) ai servizi di informazione e comunicazione sulla gestione dei rifiuti, agli istituti di credito per presentare i pagamenti o consulenti esterni per assicurarsi che vengano rispettati dalle leggi.",46,51,262,267,112,39,37,1,0,13,8,0,0,0,3,1,0,1,12,4,5,0,2,2,4,4,84.78260869565217,38.56521739130435,1.739130434782595,0.4782608695652174,34,33,1,5,79.22132611274719,131,19,25,12,16
6d52bcc84ee3fa9bfec74bb009537bd2,114,"I dati raccolti saranno soggetti, inoltre, alle forme di pubblicità prescritte dalle vigenti norme in materia di procedimenti amministrativi e di contratti pubblici. ",I dati saranno collegati alle regole sulla procedure amministrative e sui contratti pubblici.,13,14,80,81,35,13,12,1,0,4,2,0,0,0,1,0,0,2,3,0,1,0,1,0,0,2,100.0,50.53846153846154,17.99999999999997,0.6153846153846154,10,9,1,1,76.48597359657288,75,6,16,4,13
6d52bcc84ee3fa9bfec74bb009537bd2,115,Il conferimento dei dati avrà carattere obbligatorio per la partecipazione alla presente procedura. La mancanza o l'incompletezza dei dati non consentirà di dar corso alla presente procedura e non consentirà l'ammissione del concorrente alla stessa. ,"Per partecipare alla procedura, il testo del contratto sera obbligatorio quando mancano o non i dati verranno necessari per partecipare in pratica. La mancanza o l'incompletezza dei dati non permetterà di partecipare alla procedura e non permetterà di ottenere la partecipazione.",42,45,236,239,102,32,26,2,0,11,8,0,0,3,5,0,0,2,9,0,3,0,3,1,8,0,76.19047619047619,47.095238095238095,27.14285714285714,0.5714285714285714,37,35,2,5,72.2069501876831,137,18,13,18,12
6d52bcc84ee3fa9bfec74bb009537bd2,116,Titolare del trattamento è il Comune di Rionero Sannitico (IS).,Il Comune di Rionero Sannitico (IS) è un'azienda che ti offre il trattamento chiamato Aronero Sannitico (IS).,18,23,88,93,37,16,15,1,0,3,2,0,0,0,3,2,0,1,1,6,5,0,0,0,2,0,88.88888888888889,56.77777777777778,54.388888888888886,0.3333333333333333,11,11,0,2,82.46755003929138,54,8,2,6,1
6d52bcc84ee3fa9bfec74bb009537bd2,117,"I concorrenti dovranno ottenere, a pena di esclusione, il Certificato di sopralluogo e presa visione. Per partecipare alla gara, il legale rappresentante del concorrente, o un suo delegato, dovrà eseguire un sopralluogo su tutti i territori dove dovrà essere svolto il servizio. Il certificato di presa visione e sopralluogo dovrà necessariamente riportare il visto dei tecnici o personale delegato dei comuni appartenenti aera ""D""",I concorrenti dovranno ottenere il certificato di sopralluogo e presa visione per partecipare alla gara. Se le persone che partecipano alla gara devono andare in città o delegare il certificato. Il certificato deve essere scritto per vedere e controllare tutti i tipi di lavoro. Il certificato deve essere con i tecnici o il personale del comune.,56,60,287,291,131,41,34,4,0,16,15,0,0,0,10,1,0,0,9,0,4,0,4,1,12,3,73.21428571428571,59.17857142857143,39.946428571428555,0.5535714285714286,52,46,6,6,75.68023204803467,192,21,31,21,25
6d52bcc84ee3fa9bfec74bb009537bd2,118,"A tal fine, per partecipare alla gara, il legale rappresentante del concorrente, o suo delegato, dovrà eseguire detto sopralluogo con il personale indicato tecnico comunale. Il sopralluogo potrà essere effettuato, fino al secondo e ultimo giorno previsto per la presentazione delle offerte previo appuntamento telefonico ai seguenti numeri","Se vuoi partecipare alla gara, il rappresentante legale del concorrente o il suo rappresentante deve fare questo controllo con il personale indicato dal tecnico comunale. Questo controllo potrà essere fatto fino al secondo giorno per presentare offerte online.",38,41,220,223,91,34,31,2,0,10,9,0,0,1,7,0,0,4,5,0,3,0,1,1,6,3,89.47368421052632,46.89473684210526,31.342105263157862,0.631578947368421,33,29,4,1,69.88131403923035,137,12,23,10,18
6d52bcc84ee3fa9bfec74bb009537bd2,119,"A sopralluogo effettuato, il tecnico comunale rilascerà detta Certificato che andrà allegato alla documentazione di gara. Nel caso di Raggruppamenti Temporanei d'Impresa, Consorzi, aggregazioni di imprese di rete, GEIE, sia già formalmente costituiti sia da costituire, il Certificato di sopralluogo da allegare ai documenti di gara sarà quello dell'impresa mandataria capogruppo;","A sopralluogo effettuato, il tecnico comunale rilascerà il certificato che verrà inviato ai documenti della gara e sarà allegato ai documenti della gara. Se ci sono Raggruppamenti Temporanei di imprese, Consorzi, aggregazioni di imprese di rete e GEIE, sono già ufficialmente costituiti e da costituire, il Certificato di sopralluogo dovrà essere il rappresentante di un gruppo.",56,63,316,323,136,40,38,2,0,17,11,0,0,2,5,2,0,2,11,2,7,0,3,1,7,4,71.42857142857143,43.285714285714285,20.14285714285714,0.5714285714285714,41,36,5,10,88.32206130027771,115,18,17,16,8
6d52bcc84ee3fa9bfec74bb009537bd2,120,"l'Amministrazione si riserva di procedere all'aggiudicazione a anche nel caso in cui pervenisse una sola offerta valida, purché ritenuta congrua e conveniente, a proprio insindacabile giudizio. Si riserva, altresì, per qualsiasi causa legittima, di non procedere all'aggiudicazione o di annullare la gara, senza che i concorrenti possano pretendere nulla a qualsiasi titolo. Non saranno previsti rimborsi per la presentazione delle offerte;","L'Amministrazione si impegna a farlo anche se riceve una sola offerta valida, purché sia conveniente e adatta per chi ci vuole aiuto. Si riserva anche i rifiuti per non fare l'asta o annullare la gara, senza che nessuno possa prendere i soldi da parte dei concorrenti. Non verranno aggiunti soldi per presentare le offerte.",56,61,265,270,110,51,44,3,0,11,12,0,0,4,7,5,0,5,7,0,5,0,2,3,12,0,91.07142857142857,57.75,59.65476190476191,0.5714285714285714,53,47,6,4,65.5366063117981,194,26,33,23,23
6d52bcc84ee3fa9bfec74bb009537bd2,121,"in caso di offerte con pari punteggio, si darà precedenza nell'ordine all'offerta: 
- che avrà riportato il maggior punteggio per l'offerta tecnica; 
- presentata per prima in base a data e ora di arrivo attestata dall'ufficio protocollo dell'Amministrazione","Se hai offerte con un punteggio uguale, devi prendere più indicazioni:<unk>- un'offerta tecnica avrà un punteggio maggiore<unk>- una proposta sarà presentata prima in base a data e ora di arrivo dell'ufficio protocollo dell'Amministrazione.",38,40,206,208,83,35,31,2,0,10,8,0,0,3,4,0,0,3,6,0,4,0,1,1,6,2,92.10526315789474,50.578947368421055,45.02631578947367,0.631578947368421,32,29,1,5,80.33614754676819,91,16,17,12,13
6d52bcc84ee3fa9bfec74bb009537bd2,122,"il subappalto è ammesso nei limiti di legge. Il concorrente è tenuto a indicare, in sede di presentazione dell'offerta, i servizi, le forniture e i lavori strumentali o le parti di servizi e forniture che intenderà eventualmente subappaltare. L'Amministrazione pagherà all'Affidatario il canone per i servizi comprensivo di quelli subappaltati. È fatto obbligo all'Affidatario di trasmettere, entro venti giorni dalla data di ciascun pagamento ricevuto copia delle fatture quietanzate relative ai pagamenti dallo stesso corrisposti al subappaltatore con l'indicazione delle ritenute di garanzia effettuate. Qualora l'Affidatario non trasmettesse le fatture quietanziate del subappaltatore entro il predetto termine, l'Amministrazione sospenderà il successivo pagamento a favore dell'Affidatario;","Il subappalto è consentito per rispettare regole di legge. Viene tenuto conto di quando presenta l'offerta, i servizi, le forniture e i lavori strumentali o quelle per subappaltare. L'Amministrazione pagherà all'affibisato, in due giorni dalla data in cui riceverà copia delle fatture che non vengono consegnate al subappaltatore e con dindo le ritenute di garanzia effettuate. Se l'affiveditario non trasmette le fatture delle fatture del subappaltatore entro il termine stabilito, l'amministrazione soddisfirà il successivo pagamento a favore dell'affidatario.",84,92,477,485,203,68,59,4,0,26,15,1,0,2,12,3,0,3,17,0,8,0,3,2,9,6,80.95238095238095,46.5,27.916666666666657,0.5476190476190477,61,57,4,7,85.3677749633789,314,22,38,14,23
6d52bcc84ee3fa9bfec74bb009537bd2,123,le eventuali controversie riferite all'esecuzione del contratto (ivi comprese quelle concernenti la sua interpretazione) saranno risolte secondo quanto previsto dall'art. 31 del Capitolato Speciale;,"Le controversie riguardanti l'esecuzione del contratto (inclune quelle riguardanti la sua interpretazione), saranno risolte secondo l'articolo 31 del Capitolato Speciale.",22,26,147,151,59,19,17,1,0,6,5,1,0,0,5,1,0,1,3,0,4,0,0,0,3,2,86.36363636363636,35.81818181818182,9.681818181818187,0.5454545454545454,15,13,2,0,82.32258558273315,50,7,11,6,7
6d52bcc84ee3fa9bfec74bb009537bd2,124,"costituiscono parte integrante e sostanziale del presente Bando, il Disciplinare di gara e i relativi allegati e il Capitolato Speciale e i relativi allegati;","Il Bando di gara e i documenti relativi alla gara, il Regolamento di gara e i documenti extra e i relativi allegati.",22,24,93,95,47,13,11,1,0,9,0,0,0,0,5,0,0,2,3,0,2,0,3,0,0,0,59.09090909090909,60.36363636363636,45.136363636363626,0.5,20,17,3,5,73.30945134162903,84,6,9,5,4
6d52bcc84ee3fa9bfec74bb009537bd2,125,"al termine della procedura, l'Amministrazione procederà tempestivamente alle comunicazioni come previsto dal D.lgs. 50/2016. Ai fini della stipulazione del contratto, sarà rispettato il termine dilatorio di cui all'art. 32, comma 9, del D.lgs. 50/2016, per cui il contratto non potrà essere stipulato prima di trentacinque giorni dall'invio dell'ultima delle comunicazioni del provvedimento di aggiudicazione definitiva.","Nel termine della procedura, l'Amministrazione informerà subito quando inviare i propri messaggi per fare il contratto come indicato dal decreto legislativo 50/2016. Dopo aver firmato il contratto, l'Amministrazione finirà in anticipo la decisione con l'incarico definitivo.",39,43,235,239,99,34,31,2,0,11,7,1,0,1,8,0,0,2,6,0,4,0,0,3,7,0,87.17948717948718,44.12820512820513,21.5,0.5384615384615384,34,30,4,0,71.09912633895874,222,23,43,21,21
6d52bcc84ee3fa9bfec74bb009537bd2,126,"nella domanda di partecipazione, il concorrente sarà tenuto a indicare il proprio numero di fax, la propria PEC e il proprio domicilio eletto per le comunicazioni previste ai sensi del D.Lgs. 50/2016;","Nella domanda di partecipazione, chi partecipa a una gara ti dovrà indicare il numero di fax, a tua PEC e al loro domicilio, come stabilito dal Decreto Legislativo 50/2016.",29,33,140,144,61,27,27,1,0,7,4,1,0,0,4,2,0,1,7,1,4,0,1,1,4,0,93.10344827586206,51.06896551724138,40.27586206896552,0.41379310344827586,21,19,2,6,81.80037140846252,78,15,17,10,13
6d52bcc84ee3fa9bfec74bb009537bd2,127,"ai sensi e per gli effetti dell'art. 209 comma 2 del D.lgs. 50/20106, il contratto non conterrà la clausola compromissoria;","È previsto l'articolo 209 comma 2 del Decreto Legislativo 50/20106, secondo l'articolo 209 comma 2 del Decreto Legislativo 50/20106, il contratto non conterrà la clausola in cui è scritto che non è allegato alla richiesta di pagamento.",39,42,196,199,79,28,25,1,0,10,7,6,0,2,4,1,0,2,6,0,3,0,0,1,1,6,71.7948717948718,46.43589743589744,35.33333333333334,0.5384615384615384,23,21,2,1,62.86725401878357,118,22,10,16,6
6d52bcc84ee3fa9bfec74bb009537bd2,128,il contratto sarà stipulato mediante forma pubblica amministrativa a cura dell'ufficiale rogante dell'Amministrazione. Tutte le spese contrattuali e conseguenti sono a carico dell'impresa affidataria;,Il contratto sarà firmato in modo pubblico da una persona che cerca di firmare un contratto e che si occupa di fornire una documentazione pubblica per l'amministrazione. Tutte le spese legali e le spese per il contratto verranno pagate dall'impresa che possiede la documentazione che fornisce.,48,50,246,248,101,36,28,2,0,11,10,0,0,0,10,5,0,3,7,0,2,0,2,0,6,4,75.0,50.25,45.22916666666666,0.5,47,45,2,4,70.08233666419983,152,34,18,33,11
6d52bcc84ee3fa9bfec74bb009537bd2,129,"in caso di fallimento dell'Affidatario o di risoluzione del contratto per grave inadempimento del medesimo, l'Amministrazione interpellerà progressivamente i soggetti che hanno partecipato all'originaria procedura di gara, risultanti dalla relativa graduatoria, al fine di stipulare un nuovo contratto per l'affidamento del completamento dei lavori. Si procede all'interpello a partire dal soggetto che ha formulato la prima migliore offerta, fino al quinto migliore offerente escluso l'originario aggiudicatario. L'affidamento avviene alle medesime condizioni già proposte dall'originario aggiudicatario in sede in offerta;","Se un concorrente ha vinto la selezione o finirà il contratto per grave inadempimento, l'Amministrazione avviserà gradualmente le persone che hanno scelto il miglior fornitore di lavoro. Si procede entro i concorrenti che hanno scelto la prima offerta, fino al quinto miglior offerta, escludendo gli ex concorrenti. Poi l'affidamento avviene in base alle condizioni già pianificate dall'utente vincitore nell'offerta.",63,69,353,359,142,53,45,3,0,18,12,0,0,4,11,3,0,6,7,0,6,0,1,1,12,0,84.12698412698413,47.25396825396825,38.492063492063494,0.6349206349206349,54,45,9,2,66.17275476455688,311,29,46,24,27
6d52bcc84ee3fa9bfec74bb009537bd2,130,nel caso di discordanza tra il bando e gli altri atti di gara prevarrà il bando.,"Se il bando sarà diviso, verrà registrato un bando che sia cambiato insieme a altri atti di gara.",18,20,78,80,34,17,16,1,0,4,6,0,0,1,2,1,0,1,2,0,2,0,0,1,2,4,94.44444444444444,62.33333333333333,65.22222222222221,0.6666666666666666,18,16,2,2,75.41428804397583,52,11,7,11,4
6d52bcc84ee3fa9bfec74bb009537bd2,131,Procedure di ricorso giurisdizionale amministrativo e strumenti di tutela delle controversie,Procedure per fare ricorso alle autorità amministrativa e come proteggere le controversie.,12,13,78,79,34,12,12,1,0,4,2,0,0,0,1,0,0,1,2,0,1,0,1,1,2,0,100.0,49.0,9.833333333333314,0.5833333333333334,10,8,2,1,60.35327911376953,38,8,7,7,5
6d52bcc84ee3fa9bfec74bb009537bd2,132,"soggetti che intendono proporre un ricorso giurisdizionale devono informare questa stazione appaltante, con comunicazione scritta e sottoscritta dall'interessato, o da un suo rappresentante e nel rispetto delle modalità ivi previste, della presunta violazione e dell'intenzione di proporre un ricorso giurisdizionale.","Spesso che vogliono fare ricorso per correggere la situazione, la Stazione appaltante deve informare gli interessati su cosa è successo e su come fare un ricorso in futuro. Questa stazione appaltante deve spiegare che è stata violata e intestata a chi non vuole fare ricorso, ed è conforme alle regole stabilite.",51,55,258,262,112,39,35,2,0,8,18,0,0,2,5,2,0,4,6,0,4,0,3,3,15,3,76.47058823529412,50.1764705882353,37.75490196078428,0.6274509803921569,45,39,7,4,59.812259674072266,194,39,30,35,22
6d52bcc84ee3fa9bfec74bb009537bd2,133,"Tutte le norme poste dal presente Bando e Disciplinare di gara dovranno essere ritenute essenziali per l'ammissione alla gara e, quindi, essere tutte scrupolosamente rispettate e applicate. ",Tutti i regole del Bando e di Disciplinare di gara devono essere considerate essenziali per partecipare alla gara e devono essere seguite in modo scrupolto e rispettati.,27,28,142,143,65,21,21,1,0,6,8,0,0,0,2,0,0,2,6,0,1,0,3,0,2,6,77.77777777777779,47.51851851851852,22.518518518518505,0.5925925925925926,22,21,1,5,74.54944849014282,74,13,15,11,13
